mode,load,0_resnet152-32,1_efficientnet_b7-2,2_vgg16-8
mps-uncap,1.0,71.18926763534546,73.85003089904785,13.352904319763176
mig,1.0,60.08444786071777,22.406563758850098,21.030797958374023
