mode,load,0_resnet152-32,1_efficientnet_b7-2,2_vgg16-8
mps-uncap,1.0,68.73440742492676,69.45109367370605,9.10496711730957
mig,1.0,57.066917419433594,21.149158477783203,19.745826721191406
