mode,load,0_resnet152-32,1_efficientnet_b7-2,2_vgg16-8
mps-uncap,1.0,42.505741119384766,26.03769302368164,8.121490478515625
mig,1.0,56.04290962219238,20.83134651184082,19.337892532348633
