mode,load,0_resnet152-32,1_efficientnet_b7-2,2_vgg16-8
mps-uncap,1.0,69.95890140533447,71.81901931762695,11.895418167114258
mig,1.0,59.11507606506348,21.63071632385254,20.099496841430664
