mode,load,0_resnet152-32,1_efficientnet_b7-2,2_vgg16-8
mps-uncap,1.0,68.73416900634766,69.45085525512695,9.104728698730469
mig,1.0,57.066917419433594,21.149158477783203,19.745826721191406
