mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,21.740322113037116,26.36220455169678,59.051513671875
mps-uncap,0.9,31.38046264648432,44.26467418670675,88.53610754013084
mps-uncap,1.0,308.65000247955317,58.40500354766846,181.37407302856445
mps-uncap,0.5,14.079856872558613,13.711509704589842,32.12989568710323
mps-uncap,0.6,12.57173776626587,11.890268325805666,35.889828205108614
mps-uncap,0.7,16.960859298706055,14.526042938232477,49.192988872528126
mps-uncap,0.1,13.952951431274425,14.081118106842041,38.27433109283449
mps-uncap,0.2,18.365955352783203,18.28911781311036,38.37651252746579
mps-uncap,0.3,17.937755584716808,16.601681709289515,33.23750257492066
mps-uncap,0.4,13.791589736938475,14.65888977050782,33.449652194976764
