mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,2.589583396911621,2.3772716522216797,6.482839584350586
mps-uncap,0.9,4.7454833984375,4.891395568847656,11.768460273742676
mps-uncap,1.0,160.29977798461914,13.786792755126953,39.42418098449707
mps-uncap,0.5,0.45037269592285156,0.3924369812011719,0.049233436584472656
mps-uncap,0.6,0.9028911590576172,0.8406639099121094,2.0151138305664062
mps-uncap,0.7,1.4197826385498047,1.5206336975097656,4.306793212890625
mps-uncap,0.1,0.050067901611328125,0.047206878662109375,0.05841255187988281
mps-uncap,0.2,0.04982948303222656,0.04839897155761719,0.05125999450683594
mps-uncap,0.3,0.04982948303222656,0.05054473876953125,0.048041343688964844
mps-uncap,0.4,0.13375282287597656,0.37217140197753906,0.04363059997558594
