mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,2.2308826446533203,2.2287368774414062,7.178783416748047
mps-uncap,0.9,2.268552780151367,2.2149085998535156,7.285118103027344
mps-uncap,1.0,2.3202896118164062,2.2346973419189453,7.449626922607422
mps-uncap,0.5,2.247333526611328,2.1741390228271484,7.175922393798828
mps-uncap,0.6,2.2025108337402344,2.228975296020508,7.255315780639648
mps-uncap,0.7,2.203702926635742,2.2432804107666016,7.390737533569336
mps-uncap,0.1,2.2382736206054688,2.2423267364501953,7.406711578369141
mps-uncap,0.2,2.215147018432617,2.2711753845214844,7.333040237426758
mps-uncap,0.3,2.2230148315429688,2.2361278533935547,7.349967956542969
mps-uncap,0.4,2.187013626098633,2.226114273071289,7.242441177368164
