mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,35.158395767211914,42.694807052612305,82.82685279846191
mps-uncap,0.9,38.7568473815918,69.98157501220703,123.89063835144043
mps-uncap,1.0,337.1398448944092,86.61222457885742,223.63996505737305
mps-uncap,0.5,24.0631103515625,21.07381820678711,46.016693115234375
mps-uncap,0.6,19.229412078857422,19.893407821655273,57.74116516113281
mps-uncap,0.7,28.15985679626465,23.53835105895996,78.00960540771484
mps-uncap,0.1,19.89150047302246,23.833513259887695,45.59969902038574
mps-uncap,0.2,26.97157859802246,26.8704891204834,55.24492263793945
mps-uncap,0.3,27.5418758392334,29.08945083618164,42.79041290283203
mps-uncap,0.4,21.742582321166992,20.819664001464844,48.33221435546875
