mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,12.422609329223636,12.150335311889652,33.750057220458984
mps-uncap,0.9,18.709421157836914,19.943952560424805,49.118995666503906
mps-uncap,1.0,253.42240333557132,40.72065353393555,121.35624885559082
mps-uncap,0.5,7.218027114868165,7.122325897216796,19.703698158264164
mps-uncap,0.6,7.032513618469238,6.784558296203613,21.763324737548828
mps-uncap,0.7,8.147001266479492,8.510828018188477,25.92909336090088
mps-uncap,0.1,9.250307083129885,9.349298477172852,25.282192230224627
mps-uncap,0.2,11.43355369567871,11.323118209838867,22.342061996459964
mps-uncap,0.3,10.078525543212894,10.130810737609865,22.333240509033207
mps-uncap,0.4,8.383941650390625,8.826971054077148,20.6493377685547
