mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,4.903554916381836,4.694938659667969,14.11890983581543
mps-uncap,0.9,7.083415985107422,7.188320159912109,19.581317901611328
mps-uncap,1.0,162.66608238220215,16.095399856567383,47.26243019104004
mps-uncap,0.5,3.4584999084472656,3.4046173095703125,9.773492813110352
mps-uncap,0.6,3.345370292663574,3.2939910888671875,10.255694389343262
mps-uncap,0.7,3.721952438354492,3.849029541015625,12.199878692626953
mps-uncap,0.1,5.841970443725586,5.695343017578125,17.475605010986328
mps-uncap,0.2,5.90062141418457,5.915403366088867,13.607025146484375
mps-uncap,0.3,4.957437515258789,5.0449371337890625,12.943744659423828
mps-uncap,0.4,3.8330554962158203,3.988981246948242,11.12508773803711
