mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,0.007867813110351562,0.008106231689453125,0.0095367431640625
mps-uncap,0.9,0.007867813110351562,0.00762939453125,0.01049041748046875
mps-uncap,1.0,0.010013580322265625,0.008344650268554688,0.010967254638671875
mps-uncap,0.5,0.008344650268554688,0.008106231689453125,0.0095367431640625
mps-uncap,0.6,0.008106231689453125,0.008106231689453125,0.011205673217773438
mps-uncap,0.7,0.0073909759521484375,0.008106231689453125,0.010967254638671875
mps-uncap,0.1,0.01049041748046875,0.010967254638671875,0.019788742065429688
mps-uncap,0.2,0.010728836059570312,0.008821487426757812,0.011682510375976562
mps-uncap,0.3,0.008821487426757812,0.010013580322265625,0.011444091796875
mps-uncap,0.4,0.008344650268554688,0.008344650268554688,0.010967254638671875
