mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,32.937049865722656,40.3904914855957,75.08563995361328
mps-uncap,0.9,36.47351264953613,67.5804615020752,116.28293991088867
mps-uncap,1.0,334.7902297973633,84.35440063476562,215.80815315246582
mps-uncap,0.5,21.763086318969727,18.19133758544922,38.352251052856445
mps-uncap,0.6,17.02404022216797,17.4410343170166,50.48036575317383
mps-uncap,0.7,25.93207359313965,20.99323272705078,69.76485252380371
mps-uncap,0.1,16.220569610595703,18.686532974243164,32.92536735534668
mps-uncap,0.2,21.939992904663086,23.11253547668457,47.750234603881836
mps-uncap,0.3,24.677515029907227,25.39539337158203,31.26811981201172
mps-uncap,0.4,18.152475357055664,18.596649169921875,41.08381271362305
