mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,10.112738609313967,9.82494354248048,26.127099990844727
mps-uncap,0.9,16.380786895751953,17.627954483032227,41.21756553649902
mps-uncap,1.0,251.00212097167974,38.41562271118165,113.5556697845459
mps-uncap,0.5,4.498434066772462,4.415082931518554,11.277556419372562
mps-uncap,0.6,4.731583595275876,4.435181617736816,13.982415199279785
mps-uncap,0.7,5.856513977050781,6.187105178833007,18.214941024780273
mps-uncap,0.1,3.738021850585938,4.026651382446289,10.91210842132569
mps-uncap,0.2,6.187677383422849,5.973529815673828,10.370445251464846
mps-uncap,0.3,6.05154037475586,6.044602394104005,11.203289031982427
mps-uncap,0.4,5.109930038452153,5.51033020019531,11.444306373596195
