mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,2.196073532104492,2.1886825561523438,7.108449935913086
mps-uncap,0.9,2.2242069244384766,2.1698474884033203,7.189273834228516
mps-uncap,1.0,2.26593017578125,2.195596694946289,7.2612762451171875
mps-uncap,0.5,2.2068023681640625,2.1436214447021484,7.090568542480469
mps-uncap,0.6,2.1712779998779297,2.203226089477539,7.201433181762695
mps-uncap,0.7,2.1753311157226562,2.197265625,7.36689567565918
mps-uncap,0.1,2.206563949584961,2.2122859954833984,7.25245475769043
mps-uncap,0.2,2.1800994873046875,2.223968505859375,7.256984710693359
mps-uncap,0.3,2.185821533203125,2.198457717895508,7.28297233581543
mps-uncap,0.4,2.148866653442383,2.178668975830078,7.155179977416992
