mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,2.420186996459961,2.407646179199219,7.99107551574707
mps-uncap,0.9,2.4251937866210938,2.3996829986572266,8.133292198181152
mps-uncap,1.0,2.464771270751953,2.3889541625976562,8.028507232666016
mps-uncap,0.5,3.710794448852539,3.6573410034179688,10.157132148742678
mps-uncap,0.6,2.4421215057373047,2.460479736328125,9.061455726623535
mps-uncap,0.7,2.423524856567383,2.4590492248535156,8.428335189819336
mps-uncap,0.1,6.175804138183594,6.194353103637695,19.27311420440674
mps-uncap,0.2,6.040859222412109,6.164312362670898,17.836904525756836
mps-uncap,0.3,5.321931838989259,5.378556251525879,13.572978973388674
mps-uncap,0.4,3.8017749786376958,3.9185047149658208,12.326431274414064
