mode,load,0_mobilenet_v2-2,1_mobilenet_v2-4,2_resnet152-2
mps-uncap,0.8,2.5500893592834477,2.5995302200317396,9.498834609985352
mps-uncap,0.9,2.555751800537109,2.5324106216430673,9.122586250305188
mps-uncap,1.0,2.565622329711914,2.5166559219360347,8.35418701171875
mps-uncap,0.5,4.109420776367188,4.139919281005853,13.144316673278807
mps-uncap,0.6,3.732221126556397,3.7296772003173833,12.17588186264037
mps-uncap,0.7,2.9151439666748047,2.978777885437019,10.09180545806885
mps-uncap,0.1,6.581625938415528,6.578607559204102,20.025639533996582
mps-uncap,0.2,6.338658332824708,6.478395462036133,20.00027656555175
mps-uncap,0.3,6.171865463256837,6.267013549804687,18.979382514953624
mps-uncap,0.4,5.267734527587891,5.2716064453125,13.748857975006102
