mode,load,0_densenet161-2,1_resnet152-2,2_resnet34-32
mps-uncap,0.8,9.735107421875,7.340431213378906,6.205081939697266
mps-uncap,0.9,9.629964828491211,7.219076156616211,6.201267242431641
mps-uncap,1.0,9.559869766235352,7.277488708496094,6.212472915649414
mps-uncap,0.5,9.430408477783203,7.372379302978516,6.199121475219727
mps-uncap,0.6,9.550333023071289,7.335662841796875,6.168603897094727
mps-uncap,0.7,9.479045867919922,7.132768630981445,6.171941757202148
mps-uncap,0.1,9.712457656860352,7.361650466918945,6.179094314575195
mps-uncap,0.2,9.48643684387207,7.521629333496094,6.188631057739258
mps-uncap,0.3,9.548187255859375,7.26628303527832,6.167173385620117
mps-uncap,0.4,9.501218795776367,7.347583770751953,6.166934967041016
