mode,load,0_densenet161-2,1_resnet152-2,2_resnet34-32
mps-uncap,0.8,92.06589869544571,96.55504717503796,3137.2566346456247
mps-uncap,0.9,99.93512455529229,109.62072230061695,3600.6334398177455
mps-uncap,1.0,107.93693920909794,117.85808570388267,3893.3732641402485
mps-uncap,0.5,54.8671079546372,59.43490964011067,1957.8327683606844
mps-uncap,0.6,67.40569993375841,73.16291988714978,2322.143222278036
mps-uncap,0.7,80.38599270910733,82.88509531473314,2790.219492184129
mps-uncap,0.1,11.595867178061464,11.207622593769038,392.89668588344637
mps-uncap,0.2,23.188147893871854,23.41354724925012,779.5639245811852
mps-uncap,0.3,33.291829154816554,33.95303398100266,1187.7295158372838
mps-uncap,0.4,43.59530111618771,47.56048965575375,1575.7140772123737
