mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-4
mps-uncap,1.0,41.9445276260376,13.481001853942871,13.396313190460205,11.603426933288574
