mode,load,0_mobilenet_v3_small-16,1_densenet161-4,2_resnet101-2
mps-uncap,1.0,4.2591094970703125,16.943693161010742,9.577274322509766
mig,1.0,4.274439811706543,18.46175193786621,9.374284744262695
