mode,load,0_mobilenet_v3_small-16,1_densenet161-4,2_resnet101-2
mps-uncap,1.0,4.6903133392334,17.49880313873291,9.998369216918949
mig,1.0,4.451878070831299,19.553127288818363,9.779033660888672
