mode,load,0_mobilenet_v3_small-16,1_densenet161-4,2_resnet101-2
mps-uncap,1.0,4.259347915649414,16.943931579589844,9.577512741088867
mig,1.0,4.274606704711914,18.46175193786621,9.374380111694336
