mode,load,0_mobilenet_v3_small-16,1_densenet161-4,2_resnet101-2
mps-uncap,1.0,0.0026226043701171875,0.000476837158203125,0.000476837158203125
mig,1.0,0.0069141387939453125,0.000476837158203125,0.000476837158203125
