mode,load,0_mobilenet_v3_small-16,1_densenet161-4,2_resnet101-2
mps-uncap,1.0,4.102230072021484,16.384363174438477,9.051799774169922
mig,1.0,4.120826721191406,17.91858673095703,9.050369262695312
