mode,load,0_mobilenet_v3_small-16,1_densenet161-4,2_resnet101-2
mps-uncap,1.0,18.106698989868164,28.904199600219727,22.8879451751709
mig,1.0,16.56937599182129,32.61518478393555,20.661354064941406
