mode,load,0_mobilenet_v3_small-16,1_densenet161-4,2_resnet101-2
mps-uncap,1.0,4.151582717895508,16.590356826782227,9.266138076782227
mig,1.0,4.168987274169922,18.146991729736328,9.154796600341797
