mode,load,0_efficientnet_b6-8,1_mobilenet_v2-32,2_mobilenet_v3_small-2,3_vgg13-32
mps-uncap,1.0,65.42994840080767,1057.4044720305565,86.15101451727362,1694.1602257180646
