mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_resnet18-4,3_squeezenet1_1-4
mps-uncap,1.0,0.0040531158447265625,0.0035762786865234375,0.0007152557373046875,0.000476837158203125
