mode,load,0_inception_v3-8,1_resnet18-32,2_vgg19-16
mps-uncap,0.8,143.54625116260098,1642.2105817560946,833.6657798356837
mps-uncap,0.9,167.96350438848893,1827.9581805757618,924.3214733259002
mps-uncap,1.0,188.50568945717393,2063.778628039786,1057.3296863185244
mps-uncap,0.5,96.12506055991712,1034.076833132093,528.3869464196597
mps-uncap,0.6,112.37550405069473,1242.8332110510248,618.3888621899177
mps-uncap,0.7,125.565427840294,1424.9395697480525,731.3335483070755
mps-uncap,0.1,18.14917594444182,214.5575089708984,104.05257999093762
mps-uncap,0.2,40.63646349065038,406.82477680998386,199.3254673797555
mps-uncap,0.3,54.743409072786676,610.3487573909335,318.487656941705
mps-uncap,0.4,74.89932825535665,806.8574544424243,423.2918711319795
