mode,load,0_inception_v3-8,1_resnet18-32,2_vgg19-16
mps-uncap,0.8,75.4816508293154,53.828213214874225,120.2998161315918
mps-uncap,0.9,182.63630867004392,131.87849044799805,103.40742111206053
mps-uncap,1.0,698.2568383216854,947.4566650390625,1497.862892150879
mps-uncap,0.5,30.53541183471678,19.230160713195726,31.9596529006958
mps-uncap,0.6,33.60212326049801,31.312904357910156,51.852920055389326
mps-uncap,0.7,56.04151487350464,35.746860504150376,69.22833919525152
mps-uncap,0.1,2.382061481475833,2.255270481109636,8.904809951782195
mps-uncap,0.2,10.515081882476823,5.820174217224102,13.45694780349726
mps-uncap,0.3,14.433133602142343,9.859657287597672,18.00709009170535
mps-uncap,0.4,19.920928478240974,13.537263870239254,20.990004539489703
