mode,load,0_inception_v3-8,1_resnet18-32,2_vgg19-16
mps-uncap,0.8,4.819154739379883,4.152536392211914,10.735034942626953
mps-uncap,0.9,4.97126579284668,4.168510437011719,10.736227035522461
mps-uncap,1.0,5.4759979248046875,4.208803176879883,10.842323303222656
mps-uncap,0.5,5.143404006958008,4.151582717895508,10.668039321899414
mps-uncap,0.6,5.012989044189453,4.162788391113281,10.649919509887695
mps-uncap,0.7,4.998207092285156,4.16254997253418,10.738372802734375
mps-uncap,0.1,5.089044570922852,4.17637825012207,10.6658935546875
mps-uncap,0.2,5.227565765380859,4.161357879638672,10.653257369995117
mps-uncap,0.3,5.085945129394531,4.168033599853516,10.659217834472656
mps-uncap,0.4,5.209207534790039,4.174709320068359,10.694503784179688
