mode,load,0_inception_v3-8,1_resnet18-32,2_vgg19-16
mps-uncap,0.8,56.74121379852297,33.29060077667237,61.59186363220215
mps-uncap,0.9,106.54854774475098,72.73879051208496,77.80418395996095
mps-uncap,1.0,480.9393882751465,683.6015701293945,1404.763412475586
mps-uncap,0.5,29.31671142578126,14.488363265991213,25.618553161621094
mps-uncap,0.6,35.67523956298829,20.208764076232953,32.69553184509277
mps-uncap,0.7,40.46797752380371,23.804426193237305,39.87407684326172
mps-uncap,0.1,13.519906997680664,4.677176475524903,12.89324760437012
mps-uncap,0.2,17.218375205993652,10.082292556762697,15.46671390533448
mps-uncap,0.3,20.246505737304688,12.270307540893564,18.684244155883803
mps-uncap,0.4,23.977661132812496,13.382291793823244,21.008229255676277
