mode,load,0_efficientnet_b6-2,1_resnet18-2,2_vgg16-2
mps-uncap,0.8,110.81862449645996,26.060819625854492,35.02774238586426
mps-uncap,0.9,167.60921478271484,40.48037528991699,46.33307456970215
mps-uncap,1.0,442.57569313049316,65.78493118286133,120.44262886047363
mps-uncap,0.5,50.51612854003906,15.740156173706055,16.324996948242188
mps-uncap,0.6,68.60136985778809,16.08562469482422,15.711307525634766
mps-uncap,0.7,93.31917762756348,15.614509582519531,25.506019592285156
mps-uncap,0.1,44.159650802612305,9.320497512817383,5.533695220947266
mps-uncap,0.2,53.52067947387695,13.221263885498047,6.74128532409668
mps-uncap,0.3,50.32920837402344,13.89622688293457,8.636951446533203
mps-uncap,0.4,44.50559616088867,16.266345977783203,10.987997055053711
