mode,load,0_efficientnet_b6-2,1_resnet18-2,2_vgg16-2
mps-uncap,0.8,10.014057159423828,1.0781288146972656,1.9183158874511719
mps-uncap,0.9,9.845972061157227,1.0769367218017578,1.9154548645019531
mps-uncap,1.0,9.956598281860352,1.0838508605957031,1.9304752349853516
mps-uncap,0.5,9.826898574829102,1.0805130004882812,1.9221305847167969
mps-uncap,0.6,9.752988815307617,1.0831356048583984,1.9245147705078125
mps-uncap,0.7,10.048389434814453,1.0793209075927734,1.911163330078125
mps-uncap,0.1,9.839057922363281,1.1000633239746094,1.9254684448242188
mps-uncap,0.2,9.890556335449219,1.0707378387451172,1.9276142120361328
mps-uncap,0.3,9.947538375854492,1.0845661163330078,1.9199848175048828
mps-uncap,0.4,9.717702865600586,1.094818115234375,1.9307136535644531
