mode,load,0_efficientnet_b6-2,1_resnet18-2,2_vgg16-2
mps-uncap,0.8,93.73283386230469,23.779630661010742,32.56583213806152
mps-uncap,0.9,151.627779006958,38.462162017822266,43.90430450439453
mps-uncap,1.0,426.59854888916016,63.393592834472656,117.67792701721191
mps-uncap,0.5,37.87827491760254,13.923168182373047,14.28842544555664
mps-uncap,0.6,57.85059928894043,13.899803161621094,13.516664505004883
mps-uncap,0.7,81.16507530212402,14.317035675048828,22.84717559814453
mps-uncap,0.1,23.557186126708984,6.64067268371582,3.5490989685058594
mps-uncap,0.2,37.914276123046875,10.291814804077148,4.739046096801758
mps-uncap,0.3,32.465457916259766,12.171268463134766,6.217718124389648
mps-uncap,0.4,34.66653823852539,13.895511627197266,8.595943450927734
