mode,load,0_efficientnet_b6-2,1_resnet18-2,2_vgg16-2
mps-uncap,0.8,93.52897502231018,683.7418111867299,570.938405392101
mps-uncap,0.9,104.48999666222244,780.5451624150102,657.4945555204104
mps-uncap,1.0,120.78650150381019,869.800201396708,698.4792870928966
mps-uncap,0.5,58.055582076513396,436.29262756795083,354.83691420747624
mps-uncap,0.6,70.45352179291888,518.4552248963283,428.0779436355951
mps-uncap,0.7,78.12365709528957,601.2522815611139,492.48489009059017
mps-uncap,0.1,11.736668414251135,84.60530641089181,70.62324070044934
mps-uncap,0.2,23.099993201126257,174.70915185353024,143.03546108177275
mps-uncap,0.3,33.409373157423666,259.30438893132265,211.64542975174257
mps-uncap,0.4,48.03047356348775,340.8470670281322,281.8452317028219
