mode,load,0_alexnet-32,1_efficientnet_b6-16,2_resnet50-32
mps-uncap,0.8,5431.301757666963,194.80419673986694,1095.70991993733
mps-uncap,0.9,6065.914252882349,227.33616502524728,1189.2695327405556
mps-uncap,1.0,6736.586942825439,243.73461601599092,1353.7241731199492
mps-uncap,0.5,3415.2781542840626,126.71136805873569,681.5021644719491
mps-uncap,0.6,4037.6267810869126,144.706560188104,808.2839107377835
mps-uncap,0.7,4804.208019101562,186.00816387920202,945.1331649470234
mps-uncap,0.1,712.2792249045093,26.931927077790874,136.90764469849907
mps-uncap,0.2,1381.149221184188,51.69345067631552,256.07860893770055
mps-uncap,0.3,2069.624865076806,71.64328637896057,400.12329221632575
mps-uncap,0.4,2682.3955198077506,95.69030582161827,533.8350828178467
