mode,load,0_alexnet-32,1_efficientnet_b6-16,2_resnet50-32
mps-uncap,0.8,3.5092830657958984,42.14310646057129,17.20607280731201
mps-uncap,0.9,3.868699073791504,52.373647689819336,20.647525787353516
mps-uncap,1.0,4.526853561401367,60.434818267822266,22.05681800842285
mps-uncap,0.5,2.2641420364379883,26.616573333740234,13.818621635437012
mps-uncap,0.6,2.711772918701172,30.595779418945312,14.108657836914062
mps-uncap,0.7,3.170609474182129,35.68005561828613,16.043424606323242
mps-uncap,0.1,2.260446548461914,24.856090545654297,11.618375778198242
mps-uncap,0.2,2.2509098052978516,22.889375686645508,11.885881423950195
mps-uncap,0.3,2.2406578063964844,22.662878036499023,12.64035701751709
mps-uncap,0.4,2.242565155029297,23.24509620666504,12.749433517456055
