mode,load,0_alexnet-32,1_efficientnet_b6-16,2_resnet50-32
mps-uncap,0.8,10.561084747314455,76.5888214111328,47.7281093597412
mps-uncap,0.9,20.890831947326657,196.34485244750977,86.33208274841309
mps-uncap,1.0,970.1106548309327,947.8418350219727,1017.9223537445071
mps-uncap,0.5,2.6493549346923824,23.242282867431644,12.900209426879893
mps-uncap,0.6,3.983259201049803,23.219490051269545,16.629457473754883
mps-uncap,0.7,5.864620208740234,47.59781360626222,26.856374740600582
mps-uncap,0.1,0.0667572021484375,0.06990432739257814,0.07510185241699219
mps-uncap,0.2,0.09894371032714909,0.06854534149169922,0.07433891296386719
mps-uncap,0.3,1.1077404022216812,0.2229690551757933,6.528759002685547
mps-uncap,0.4,1.7164230346679712,11.53285503387453,8.467960357666017
