mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet50-8
mps-uncap,0.8,330.2483396038136,502.1578490288163,554.1312939282878
mps-uncap,0.9,372.1001775865236,576.5078217945895,656.3049858705269
mps-uncap,1.0,413.3572140918765,640.2249513936349,712.9933052271202
mps-uncap,0.5,194.56389200278568,320.2119345619521,347.5215913109213
mps-uncap,0.6,237.81811979227157,382.2726249585767,423.40099296288577
mps-uncap,0.7,280.9534547024849,450.71827689720317,496.5068300445464
mps-uncap,0.1,43.74779436524463,66.30788883916263,75.78650432342062
mps-uncap,0.2,84.54064740513783,124.37953647469233,141.84522992398635
mps-uncap,0.3,122.38218695671448,193.36980510386903,213.24195640990854
mps-uncap,0.4,169.20592305820847,255.80640565561066,283.8059081832044
