mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet50-8
mps-uncap,0.8,26.752948760986328,2.2563934326171875,3.8416385650634766
mps-uncap,0.9,27.069807052612305,2.2678375244140625,3.8461685180664062
mps-uncap,1.0,28.319120407104492,2.262592315673828,3.8356781005859375
mps-uncap,0.5,26.57628059387207,2.2466182708740234,3.848552703857422
mps-uncap,0.6,26.934146881103516,2.257823944091797,3.8568973541259766
mps-uncap,0.7,26.783227920532227,2.2573471069335938,3.8175582885742188
mps-uncap,0.1,26.747703552246094,2.3069381713867188,3.8242340087890625
mps-uncap,0.2,26.568889617919922,2.240896224975586,3.852367401123047
mps-uncap,0.3,26.554584503173828,2.2461414337158203,3.8573741912841797
mps-uncap,0.4,26.720285415649414,2.2509098052978516,3.823995590209961
