mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet50-8
mps-uncap,0.8,302.9797148704533,26.781291961669872,65.39661884307846
mps-uncap,0.9,400.1952075958252,54.556221961975,106.05954885482791
mps-uncap,1.0,2764.2097759246826,241.75577640533436,523.7202835083007
mps-uncap,0.5,100.50201416015625,18.72118949890133,30.688338279724128
mps-uncap,0.6,132.63311624526963,21.413803100585938,29.275012016296397
mps-uncap,0.7,176.79599285125732,27.00495719909668,57.066917419433594
mps-uncap,0.1,52.15677261352539,10.987024307250977,13.658056259155273
mps-uncap,0.2,59.21401739120485,13.719439506530762,15.531206130981474
mps-uncap,0.3,69.46322917938231,15.662696361541748,18.41430187225338
mps-uncap,0.4,111.01742267608618,17.09224700927734,23.157968521118153
