mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet50-8
mps-uncap,0.8,40.014197826385505,8.676290512084961,14.64711427688598
mps-uncap,0.9,40.3933048248291,8.74746799468994,14.875340461730957
mps-uncap,1.0,39.53282356262207,9.862546920776365,15.58969497680664
mps-uncap,0.5,37.88489103317261,8.169071674346918,14.246613979339601
mps-uncap,0.6,38.487751483917236,8.892059326171875,13.805365562438965
mps-uncap,0.7,38.33916664123536,9.41157341003418,14.851093292236328
mps-uncap,0.1,32.94909954071044,7.246570587158203,13.392086029052736
mps-uncap,0.2,33.06846618652344,7.893919944763184,12.96235084533692
mps-uncap,0.3,35.05460023880005,7.853050231933594,13.810122013092041
mps-uncap,0.4,36.78468227386474,8.649492263793944,13.701887130737296
