mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet50-8
mps-uncap,0.8,38.90273571014404,7.126426696777344,12.95769214630127
mps-uncap,0.9,39.85614776611328,7.4939727783203125,13.54095935821533
mps-uncap,1.0,39.156246185302734,8.79521369934082,14.53213691711426
mps-uncap,0.5,35.69483757019043,6.250929832458497,10.532212257385257
mps-uncap,0.6,36.34786605834961,6.716251373291016,11.47317886352539
mps-uncap,0.7,37.311697006225586,7.045984268188477,12.685298919677734
mps-uncap,0.1,30.3281307220459,6.390953063964844,7.121515274047852
mps-uncap,0.2,30.33905029296875,6.394863128662109,8.48541259765625
mps-uncap,0.3,32.138943672180176,6.35068416595459,8.805298805236816
mps-uncap,0.4,33.851003646850586,6.414651870727539,10.041189193725584
