mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet50-8
mps-uncap,0.8,26.702165603637695,2.2192001342773438,3.827333450317383
mps-uncap,0.9,27.010202407836914,2.2275447845458984,3.831624984741211
mps-uncap,1.0,28.17988395690918,2.2339820861816406,3.8242340087890625
mps-uncap,0.5,26.554107666015625,2.207040786743164,3.8292407989501953
mps-uncap,0.6,26.701688766479492,2.211332321166992,3.838777542114258
mps-uncap,0.7,26.688098907470703,2.2177696228027344,3.8008689880371094
mps-uncap,0.1,26.65233612060547,2.295255661010742,3.8094520568847656
mps-uncap,0.2,26.52287483215332,2.2020339965820312,3.8280487060546875
mps-uncap,0.3,26.49378776550293,2.179861068725586,3.834962844848633
mps-uncap,0.4,26.64971351623535,2.2246837615966797,3.8099288940429688
