mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet50-8
mps-uncap,0.8,34.96527671813965,4.234075546264648,8.73708724975586
mps-uncap,0.9,37.55545616149902,4.574060440063477,9.169340133666992
mps-uncap,1.0,38.57064247131348,5.559206008911133,9.981632232666016
mps-uncap,0.5,30.429959297180176,5.254268646240234,6.398916244506836
mps-uncap,0.6,31.789541244506836,5.008459091186523,6.585597991943359
mps-uncap,0.7,33.01048278808594,4.364967346191406,8.037805557250977
mps-uncap,0.1,27.33469009399414,5.841732025146484,6.640434265136719
mps-uncap,0.2,27.724623680114746,5.647897720336914,6.525754928588867
mps-uncap,0.3,28.223633766174316,5.487203598022461,6.439566612243652
mps-uncap,0.4,29.79278564453125,5.502462387084961,6.299734115600586
