mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
mps-uncap,0.1,0.0906944274902344,4.491162300109864,1.8563747406005853
mps-uncap,0.2,1.1973381042480482,7.017970085144043,3.8311004638671884
mps-uncap,0.3,1.7175674438476558,8.976864814758306,4.204034805297852
mps-uncap,0.4,2.1480083465576176,8.64255428314209,4.216885566711426
mps-uncap,0.5,2.765178680419922,7.409071922302249,4.773950576782228
mps-uncap,0.6,3.8411617279052734,8.42070579528809,4.215812683105469
mps-uncap,0.7,5.171346664428712,10.184669494628906,4.886913299560548
mps-uncap,0.8,9.309434890747074,13.64736557006836,9.886598587036131
mps-uncap,0.9,21.90554141998294,32.41991996765137,15.554809570312502
mps-uncap,1.0,144.81060504913333,205.64794540405273,77.37355232238774
mps-uncap,1.1,10257.385635375977,10345.800399780273,10358.103728294373
mps-uncap,1.2,18918.53904724121,18476.497650146484,17636.70253753662
mps-uncap,1.3,30035.647106170654,38862.71142959595,23045.97227573396
mps-uncap,1.4,31076.82421207428,31661.08958721161,35088.49775791168
mps-uncap,1.5,36462.14208602905,36408.89163017272,37380.62636852265
ts,0.1,0.6389617919921888,4.5820951461792045,2.4396181106567383
ts,0.2,1.2929677963256847,8.327102661132814,4.1422367095947275
ts,0.3,2.030611038208008,8.532357215881348,3.4426689147949223
ts,0.4,2.714633941650392,8.17418098449707,5.722403526306157
ts,0.5,4.455757141113283,9.999394416809082,6.527304649353027
ts,0.6,8.237838745117186,17.403364181518555,13.098478317260742
ts,0.7,26.017618179321282,52.95557975769043,207.33742713928223
ts,0.8,2738.5304450988774,8528.141283988953,26107.978534698486
ts,0.9,15643.436765670782,16940.73486328125,34970.34430503845
ts,1.0,24706.943035125732,28134.20763015747,44346.10719680786
ts,1.1,32887.45856285096,37062.51516342164,49798.37422370911
ts,1.2,36441.47152900696,40442.00234413147,52234.828042984016
ts,1.3,41921.20170593262,46051.26867294312,57562.33716011047
ts,1.4,48511.35034561157,50637.252473831184,61812.79706954956
ts,1.5,52532.533836364746,56095.720195770264,65589.33041095735
mig,0.1,0.852346420288087,3.2591819763183594,0.567460060119631
mig,0.2,2.8345584869384766,5.460739135742186,2.366352081298828
mig,0.3,3.7565231323242188,7.735919952392591,2.599954605102541
mig,0.4,5.23076057434082,11.241221427917479,4.8149824142456055
mig,0.5,7.498359680175789,15.413236618041992,3.5154342651367196
mig,0.6,10.816144943237306,27.528047561645497,3.5856723785400395
mig,0.7,17.811250686645508,55.38115501403814,3.574466705322266
mig,0.8,67.89915561676025,296.8072891235352,4.53486442565918
mig,0.9,4938.175916671753,8410.579800605774,6.098699569702149
mig,1.0,15703.291487693785,18015.32592773438,7.425546646118164
mig,1.1,25296.06032371521,27763.11407089233,10.917901992797852
mig,1.2,32015.988779068004,33538.27052116395,36.35096549987794
mig,1.3,37363.992619514465,38843.64712238312,425.52325725555426
mig,1.4,42777.85778045655,43456.50887489319,6776.705741882324
mig,1.5,46044.217801094055,48212.329506874084,12157.366394996643
