mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
ts,0.1,10.898208618164057,25.73607444763187,11.453413963317875
ts,0.2,7.158105373382562,29.222841262817386,14.028787612915055
ts,0.3,8.411228656768792,28.98390054702759,14.157209396362262
ts,0.4,10.664577484130861,27.891254425048842,17.061731815338142
ts,0.5,15.721087455749513,33.03793668746977,19.503557682037354
ts,0.6,23.098306655883754,48.8537311553955,35.42637825012207
ts,0.7,55.79421520233154,107.73394346237194,448.6554455757142
ts,0.8,2846.1730694770813,9132.708129882812,28786.754882335663
ts,0.9,17203.153958320618,18354.751942157745,38519.72034454346
ts,1.0,27330.029411315918,30910.883831977844,48793.81538391113
ts,1.1,36026.73185348511,40818.43508720398,54680.13748645783
ts,1.2,40004.39970016479,44666.96287155152,57516.710557937615
ts,1.3,46213.97171020508,51012.26809978485,63396.8535900116
ts,1.4,53323.639953136444,55932.50934123993,68087.92717456818
ts,1.5,57799.59572792053,61801.12190246581,72149.03501510619
mps-uncap,0.1,7.077484130859377,22.811014652252204,9.19963836669924
mps-uncap,0.2,6.682090759277349,28.63180637359619,13.002796173095687
mps-uncap,0.3,6.807069778442379,29.979960918426457,14.94383811950684
mps-uncap,0.4,7.930192947387692,26.68603658676146,14.723608493804951
mps-uncap,0.5,9.425561428070083,24.344341754913295,14.43570137023925
mps-uncap,0.6,11.604809761047337,24.71962928771968,11.516456604003904
mps-uncap,0.7,14.689774513244581,27.328205108642553,12.705993652343754
mps-uncap,0.8,29.47330236434936,34.283123016357486,25.617151260376023
mps-uncap,0.9,52.33930349349975,66.29445552825926,39.99014854431151
mps-uncap,1.0,224.15110588073696,306.9715833663939,136.55284404754647
mps-uncap,1.1,11303.412580490112,11406.038761138916,11188.683881759644
mps-uncap,1.2,20861.898362636566,20457.53881931305,19298.736596107483
mps-uncap,1.3,32920.11417388916,42888.0315542221,25444.61929559708
mps-uncap,1.4,34157.714014053345,34662.03059673309,38581.03996515274
mps-uncap,1.5,40138.35000991821,40080.7990026474,41119.9658536911
mig,0.1,8.766040802001957,22.003412246704105,8.07035923004148
mig,0.2,10.57465076446532,20.682864189147953,11.63384437561035
mig,0.3,13.13494443893433,27.44255304336546,12.047879695892334
mig,0.4,15.451662540435738,32.73340463638297,15.17139434814456
mig,0.5,19.867362976074222,39.36978816986089,12.511987686157216
mig,0.6,28.04590940475461,64.26714897155763,11.480073928833004
mig,0.7,40.91770172119141,130.33515930175787,9.77801322937013
mig,0.8,132.94372797012332,536.6534566879269,11.388282775878896
mig,0.9,5517.814025878906,9097.290818691252,14.73512172698969
mig,1.0,17294.00306224823,20063.502111434937,16.542198657989506
mig,1.1,27723.07681560516,30813.90305757523,22.394781112670895
mig,1.2,35245.16719579697,37380.399951934814,61.69703960418696
mig,1.3,41223.56336593628,42608.94248008728,506.67465686798096
mig,1.4,47014.396312236786,48038.21947336197,7413.324546813965
mig,1.5,50662.56325006485,53059.18508768082,13276.64351940155
