mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
ts,0.1,3.701925277709961,11.155247688293457,4.53341007232666
ts,0.2,2.87020206451416,10.925769805908203,4.677772521972656
ts,0.3,2.873659133911133,8.942842483520508,3.3860206604003906
ts,0.4,3.0519962310791016,8.4686279296875,4.320025444030762
ts,0.5,3.202080726623535,7.86435604095459,4.23276424407959
ts,0.6,4.363059997558594,9.755611419677734,6.029605865478516
ts,0.7,9.727954864501953,20.290374755859375,50.55689811706543
ts,0.8,1432.470440864563,4553.515434265137,14214.82503414154
ts,0.9,8645.447492599487,9504.164576530457,19284.411668777466
ts,1.0,13638.136625289917,15724.003553390503,24728.455305099487
ts,1.1,18186.479806900024,20316.425800323486,27499.340295791626
ts,1.2,20081.557512283325,22623.888731002808,28916.622161865234
ts,1.3,23404.13808822632,25592.411994934082,31778.46360206604
ts,1.4,27065.29939174652,27986.150979995728,34000.36931037903
ts,1.5,29040.738105773926,30896.64912223816,36373.732686042786
mps-uncap,0.1,3.454923629760742,11.183619499206543,4.522562026977539
mps-uncap,0.2,2.9349327087402344,10.814309120178223,4.468441009521484
mps-uncap,0.3,2.7818679809570312,9.675383567810059,4.528045654296875
mps-uncap,0.4,2.7513504028320312,8.692741394042969,3.5794973373413086
mps-uncap,0.5,2.9093027114868164,5.947709083557129,3.577709197998047
mps-uncap,0.6,3.262758255004883,6.145954132080078,3.216981887817383
mps-uncap,0.7,3.539443016052246,7.021188735961914,3.316164016723633
mps-uncap,0.8,4.755854606628418,8.31460952758789,4.673480987548828
mps-uncap,0.9,7.450699806213379,13.518810272216797,6.0443878173828125
mps-uncap,1.0,69.8850154876709,92.67282485961914,28.882980346679688
mps-uncap,1.1,5674.978494644165,5732.0661544799805,5695.309042930603
mps-uncap,1.2,10630.966901779175,10396.437406539917,9691.697120666504
mps-uncap,1.3,16667.123317718506,22342.183828353882,12837.703585624695
mps-uncap,1.4,17091.503739356995,17723.607420921326,19449.265241622925
mps-uncap,1.5,20305.47285079956,20447.532415390015,20733.37459564209
mig,0.1,4.241704940795898,8.726358413696289,2.9865503311157227
mig,0.2,4.169940948486328,7.960319519042969,3.1044483184814453
mig,0.3,4.146575927734375,8.275270462036133,2.972841262817383
mig,0.4,4.178762435913086,8.666634559631348,3.6998987197875977
mig,0.5,5.192756652832031,10.436058044433594,3.098726272583008
mig,0.6,6.550431251525879,14.224767684936523,2.8961896896362305
mig,0.7,8.95237922668457,20.89524269104004,2.843618392944336
mig,0.8,22.260427474975586,56.31828308105469,3.1757354736328125
mig,0.9,2786.0491275787354,4450.337648391724,3.748178482055664
mig,1.0,8874.910473823547,10377.400398254395,4.11069393157959
mig,1.1,14146.122694015503,15569.851636886597,5.117654800415039
mig,1.2,17906.209111213684,18728.23977470398,12.749552726745605
mig,1.3,20580.81090450287,21462.907075881958,275.49123764038086
mig,1.4,23621.129035949707,24418.079257011414,3720.0422286987305
mig,1.5,25381.95240497589,26675.805926322937,6623.79789352417
