mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
ts,0.1,11.1236572265625,28.52010726928711,12.152433395385742
ts,0.2,9.468793869018555,34.5616340637207,18.87679100036621
ts,0.3,11.902093887329102,30.718564987182617,29.534339904785156
ts,0.4,15.734195709228516,32.4711799621582,23.15688133239746
ts,0.5,23.70309829711914,59.62538719177246,39.39938545227051
ts,0.6,37.34087944030762,78.37462425231934,61.57183647155762
ts,0.7,79.77795600891113,139.34731483459473,508.61144065856934
ts,0.8,2887.903928756714,9287.099123001099,29104.979276657104
ts,0.9,17388.49449157715,18588.577270507812,38926.70202255249
ts,1.0,27522.372007369995,31292.294025421143,49291.7001247406
ts,1.1,36391.01982116699,41220.37577629089,55239.10069465637
ts,1.2,40404.21748161316,44958.94455909729,58117.77114868164
ts,1.3,46704.07581329346,51506.08205795288,64041.7366027832
ts,1.4,53848.87790679932,56472.23973274231,68727.90718078613
ts,1.5,58325.85072517395,62498.38423728943,72911.90814971924
mps-uncap,0.1,6.744384765625,29.627561569213867,13.386249542236328
mps-uncap,0.2,7.465362548828125,42.40059852600098,16.369104385375977
mps-uncap,0.3,7.620096206665039,37.17374801635742,24.83534812927246
mps-uncap,0.4,12.587547302246094,33.040761947631836,20.86329460144043
mps-uncap,0.5,14.638662338256836,35.794734954833984,23.769140243530273
mps-uncap,0.6,15.872001647949219,35.84766387939453,17.001628875732422
mps-uncap,0.7,25.80428123474121,47.669410705566406,20.93791961669922
mps-uncap,0.8,57.34729766845703,70.53136825561523,50.03166198730469
mps-uncap,0.9,85.0374698638916,91.27140045166016,58.75134468078613
mps-uncap,1.0,276.78513526916504,366.9438362121582,154.99210357666016
mps-uncap,1.1,11531.163930892944,11582.607507705688,11281.74090385437
mps-uncap,1.2,21043.159008026123,20756.308555603027,19488.30795288086
mps-uncap,1.3,33292.15693473816,43342.40651130676,25761.075735092163
mps-uncap,1.4,34550.358295440674,35061.44452095032,39010.870695114136
mps-uncap,1.5,40578.83524894714,40500.78845024109,41535.77423095703
mig,0.1,9.4451904296875,19.670486450195312,9.974479675292969
mig,0.2,14.812231063842773,21.899938583374023,14.799356460571289
mig,0.3,20.6601619720459,35.14742851257324,17.436981201171875
mig,0.4,23.698806762695312,47.89376258850098,23.509502410888672
mig,0.5,32.927513122558594,66.79582595825195,22.077560424804688
mig,0.6,43.67852210998535,88.59825134277344,21.23880386352539
mig,0.7,62.68048286437988,168.09606552124023,13.306379318237305
mig,0.8,157.23872184753418,618.8461780548096,14.569997787475586
mig,0.9,5549.765586853027,9281.430721282959,28.199434280395508
mig,1.0,17471.858978271484,20316.560983657837,21.183013916015625
mig,1.1,27945.181369781494,31121.331453323364,32.96256065368652
mig,1.2,35607.383728027344,37770.59102058411,73.44746589660645
mig,1.3,41733.52861404419,42970.65997123718,531.9490432739258
mig,1.4,47473.55365753174,48667.01126098633,7461.364507675171
mig,1.5,51236.324310302734,53503.26204299927,13383.308410644531
