mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
ts,0.1,2.485036849975586,4.810333251953125,1.9757747650146484
ts,0.2,2.0189285278320312,4.78363037109375,1.9497871398925781
ts,0.3,2.0067691802978516,4.807710647583008,1.8761157989501953
ts,0.4,2.02178955078125,4.802465438842773,1.9142627716064453
ts,0.5,2.019166946411133,4.782199859619141,1.905202865600586
ts,0.6,2.0210742950439453,4.85992431640625,1.9266605377197266
ts,0.7,2.0325183868408203,4.805326461791992,1.9316673278808594
ts,0.8,6.977558135986328,6.047248840332031,5.732059478759766
ts,0.9,3.345966339111328,6.780862808227539,2.1491050720214844
ts,1.0,2.4416446685791016,6.619930267333984,5.349874496459961
ts,1.1,6.485939025878906,7.297277450561523,5.669593811035156
ts,1.2,2.498626708984375,7.790327072143555,7.28154182434082
ts,1.3,6.005764007568359,7.649660110473633,3.3147335052490234
ts,1.4,6.164073944091797,7.722616195678711,3.267049789428711
ts,1.5,5.970478057861328,6.507635116577148,5.284786224365234
mps-uncap,0.1,2.6297569274902344,4.949092864990234,2.025604248046875
mps-uncap,0.2,2.25067138671875,4.8465728759765625,2.2072792053222656
mps-uncap,0.3,2.0220279693603516,4.927635192871094,1.9679069519042969
mps-uncap,0.4,2.0165443420410156,4.864692687988281,1.922607421875
mps-uncap,0.5,2.022981643676758,4.856109619140625,1.943826675415039
mps-uncap,0.6,2.0313262939453125,4.9037933349609375,1.931905746459961
mps-uncap,0.7,2.0394325256347656,4.864931106567383,1.9631385803222656
mps-uncap,0.8,2.0492076873779297,4.849433898925781,1.9533634185791016
mps-uncap,0.9,2.0508766174316406,4.8274993896484375,1.9145011901855469
mps-uncap,1.0,2.1736621856689453,4.831790924072266,1.9428730010986328
mps-uncap,1.1,2.336740493774414,5.630731582641602,2.119779586791992
mps-uncap,1.2,4.271984100341797,8.100509643554688,2.953767776489258
mps-uncap,1.3,3.806591033935547,11.045217514038086,3.6580562591552734
mps-uncap,1.4,3.439188003540039,9.05466079711914,2.737760543823242
mps-uncap,1.5,4.188299179077148,6.090641021728516,2.4199485778808594
mig,0.1,4.081249237060547,7.9193115234375,2.042531967163086
mig,0.2,4.068136215209961,7.907867431640625,2.0732879638671875
mig,0.3,4.0531158447265625,7.904052734375,2.0797252655029297
mig,0.4,4.052639007568359,7.911205291748047,2.0821094512939453
mig,0.5,4.0531158447265625,7.912635803222656,2.0346641540527344
mig,0.6,4.055023193359375,7.913351058959961,2.021312713623047
mig,0.7,4.052400588989258,7.916927337646484,2.044677734375
mig,0.8,4.056453704833984,7.921934127807617,2.0771026611328125
mig,0.9,4.068851470947266,9.238004684448242,2.092123031616211
mig,1.0,4.082202911376953,9.994745254516602,2.064228057861328
mig,1.1,4.210710525512695,10.10584831237793,2.055644989013672
mig,1.2,4.344463348388672,10.079145431518555,2.104043960571289
mig,1.3,4.542827606201172,9.208202362060547,2.0987987518310547
mig,1.4,4.863977432250977,10.210752487182617,2.0799636840820312
mig,1.5,4.470348358154297,9.825706481933594,2.3539066314697266
