mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
ts,0.1,0.05364418029785156,0.05626678466796875,0.051975250244140625
ts,0.2,0.04982948303222656,0.05054473876953125,0.04935264587402344
ts,0.3,0.03910064697265625,0.05054473876953125,0.04839897155761719
ts,0.4,0.046253204345703125,0.049591064453125,0.05996227264404297
ts,0.5,0.04839897155761719,0.05650520324707031,0.8090734481811523
ts,0.6,0.8103847503662109,2.9401779174804688,2.6786327362060547
ts,0.7,5.558967590332031,12.119054794311523,46.55766487121582
ts,0.8,1428.030014038086,4544.4324016571045,14210.749983787537
ts,0.9,8641.120910644531,9495.271563529968,19280.82585334778
ts,1.0,13632.789611816406,15714.781522750854,24723.234176635742
ts,1.1,18181.146383285522,20307.17706680298,27493.982791900635
ts,1.2,20077.686548233032,22614.91370201111,28911.887407302856
ts,1.3,23398.808479309082,25583.461046218872,31773.136854171753
ts,1.4,27060.767889022827,27976.84383392334,33995.482206344604
ts,1.5,29035.24684906006,30887.55464553833,36368.31438541412
mps-uncap,0.1,0.0705718994140625,0.05316734313964844,0.049114227294921875
mps-uncap,0.2,0.04482269287109375,0.05054473876953125,0.04792213439941406
mps-uncap,0.3,0.049114227294921875,0.0514984130859375,0.0514984130859375
mps-uncap,0.4,0.0476837158203125,0.048160552978515625,0.04887580871582031
mps-uncap,0.5,0.04935264587402344,0.051021575927734375,0.2435445785522461
mps-uncap,0.6,0.05054473876953125,0.080108642578125,0.39649009704589844
mps-uncap,0.7,0.4916191101074219,1.4777183532714844,0.9295940399169922
mps-uncap,0.8,1.8607378005981445,2.9680728912353516,2.163410186767578
mps-uncap,0.9,4.286408424377441,7.511138916015625,3.5715103149414062
mps-uncap,1.0,66.39420986175537,85.96253395080566,26.13377571105957
mps-uncap,1.1,5671.642303466797,5725.233316421509,5692.650675773621
mps-uncap,1.2,10627.381920814514,10389.819860458374,9688.985347747803
mps-uncap,1.3,16663.198232650757,22334.041357040405,12835.066437721252
mps-uncap,1.4,17087.892413139343,17717.013359069824,19446.301817893982
mps-uncap,1.5,20302.162408828735,20441.290140151978,20730.212926864624
mig,0.1,0.05412101745605469,0.06496906280517578,0.05650520324707031
mig,0.2,0.04935264587402344,0.05030632019042969,0.0476837158203125
mig,0.3,0.04839897155761719,0.05173683166503906,0.04673004150390625
mig,0.4,0.05459785461425781,0.06008148193359375,0.053882598876953125
mig,0.5,1.146078109741211,2.526998519897461,0.049591064453125
mig,0.6,2.5069713592529297,6.3114166259765625,0.1437664031982422
mig,0.7,4.892110824584961,12.934684753417969,0.5364418029785156
mig,0.8,18.14746856689453,48.31361770629883,1.0721683502197266
mig,0.9,2781.9058895111084,4442.301869392395,1.646280288696289
mig,1.0,8870.75126171112,10369.31300163269,2.037525177001953
mig,1.1,14141.951560974121,15561.786890029907,3.0498504638671875
mig,1.2,17902.026057243347,18720.10374069214,10.631084442138672
mig,1.3,20576.586604118347,21454.707741737366,273.39136600494385
mig,1.4,23616.939306259155,24409.910440444946,3717.9720401763916
mig,1.5,25377.75731086731,26667.57047176361,6621.7275857925415
