mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
mps-uncap,0.1,0.037670135498046875,0.03743171691894531,0.034809112548828125
mps-uncap,0.2,0.024557113647460938,0.029802322387695312,0.030517578125
mps-uncap,0.3,0.0247955322265625,0.034332275390625,0.0247955322265625
mps-uncap,0.4,0.024318695068359375,0.026941299438476562,0.023603439331054688
mps-uncap,0.5,0.02574920654296875,0.027179718017578125,0.013113021850585938
mps-uncap,0.6,0.020265579223632812,0.028848648071289062,0.019073486328125
mps-uncap,0.7,0.0247955322265625,0.026226043701171875,0.019550323486328125
mps-uncap,0.8,0.025510787963867188,0.03743171691894531,0.019073486328125
mps-uncap,0.9,0.020742416381835938,0.023365020751953125,0.017404556274414062
mps-uncap,1.0,0.023603439331054688,0.027179718017578125,0.023126602172851562
mps-uncap,1.1,0.026702880859375,0.03886222839355469,0.021219253540039062
mps-uncap,1.2,0.0667572021484375,0.07653236389160156,0.07987022399902344
mps-uncap,1.3,0.025033950805664062,0.11467933654785156,0.057697296142578125
mps-uncap,1.4,0.057220458984375,0.10657310485839844,0.026464462280273438
mps-uncap,1.5,0.026702880859375,0.024080276489257812,0.027179718017578125
ts,0.1,0.030040740966796875,0.03886222839355469,0.031948089599609375
ts,0.2,0.026941299438476562,0.035762786865234375,0.030517578125
ts,0.3,0.014543533325195312,0.0286102294921875,0.023603439331054688
ts,0.4,0.02384185791015625,0.027894973754882812,0.023365020751953125
ts,0.5,0.023365020751953125,0.026464462280273438,0.0247955322265625
ts,0.6,0.02384185791015625,0.02765655517578125,0.024318695068359375
ts,0.7,0.022649765014648438,0.024318695068359375,0.023365020751953125
ts,0.8,0.05054473876953125,0.041484832763671875,0.06985664367675781
ts,0.9,0.025987625122070312,0.04029273986816406,0.04315376281738281
ts,1.0,0.025987625122070312,0.07081031799316406,0.08535385131835938
ts,1.1,0.05507469177246094,0.0400543212890625,0.06556510925292969
ts,1.2,0.06222724914550781,0.04076957702636719,0.14281272888183594
ts,1.3,0.06270408630371094,0.0400543212890625,0.07224082946777344
ts,1.4,0.0553131103515625,0.07677078247070312,0.06580352783203125
ts,1.5,0.058650970458984375,0.06389617919921875,0.072479248046875
mig,0.1,0.029325485229492188,0.039577484130859375,0.026226043701171875
mig,0.2,0.03647804260253906,0.030517578125,0.02574920654296875
mig,0.3,0.027179718017578125,0.028371810913085938,0.024557113647460938
mig,0.4,0.028133392333984375,0.03552436828613281,0.023365020751953125
mig,0.5,0.025033950805664062,0.030755996704101562,0.02193450927734375
mig,0.6,0.025510787963867188,0.02765655517578125,0.020265579223632812
mig,0.7,0.024080276489257812,0.025987625122070312,0.018835067749023438
mig,0.8,0.0286102294921875,0.03361701965332031,0.019788742065429688
mig,0.9,0.03528594970703125,0.04172325134277344,0.019788742065429688
mig,1.0,0.03552436828613281,0.1201629638671875,0.019311904907226562
mig,1.1,0.039577484130859375,0.12421607971191406,0.018835067749023438
mig,1.2,0.06842613220214844,0.11587142944335938,0.018835067749023438
mig,1.3,0.08392333984375,0.04506111145019531,0.01811981201171875
mig,1.4,0.07224082946777344,0.12946128845214844,0.019550323486328125
mig,1.5,0.08153915405273438,0.10633468627929688,0.03695487976074219
