mode,load,0_efficientnet_b7-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_resnet101-8
mps-uncap,1.0,0.004291534423828125,0.000476837158203125,0.0026226043701171875,0.000476837158203125
