mode,load,0_mobilenet_v2-2,1_resnet152-2,2_vgg11-8
mps-uncap,0.8,1.542210578918457,1.644134521484375,3.124713897705078
mps-uncap,0.9,3.335118293762207,10.653495788574219,6.148934364318848
mps-uncap,1.0,70.75238227844238,31.705379486083984,163.1615161895752
mps-uncap,0.5,0.04744529724121094,0.05221366882324219,0.04673004150390625
mps-uncap,0.6,0.050902366638183594,0.049591064453125,0.34296512603759766
mps-uncap,0.7,0.36394596099853516,0.052928924560546875,1.8377304077148438
mps-uncap,0.1,0.05054473876953125,0.059485435485839844,0.049591064453125
mps-uncap,0.2,0.04863739013671875,0.05888938903808594,0.04601478576660156
mps-uncap,0.3,0.049114227294921875,0.0591278076171875,0.04744529724121094
mps-uncap,0.4,0.050067901611328125,0.05412101745605469,0.047206878662109375
