mode,load,0_mobilenet_v2-2,1_resnet152-2,2_vgg11-8
mps-uncap,0.8,2.222299575805664,7.352113723754883,3.1936168670654297
mps-uncap,0.9,2.2127628326416016,7.403850555419922,3.203153610229492
mps-uncap,1.0,2.2687911987304688,7.813215255737305,3.322124481201172
mps-uncap,0.5,2.2716522216796875,7.527351379394531,3.177642822265625
mps-uncap,0.6,2.2742748260498047,7.202625274658203,3.178834915161133
mps-uncap,0.7,2.244234085083008,7.254838943481445,3.187417984008789
mps-uncap,0.1,2.293109893798828,8.10384750366211,3.1909942626953125
mps-uncap,0.2,2.302408218383789,7.5702667236328125,3.1669139862060547
mps-uncap,0.3,2.2552013397216797,7.588386535644531,3.18145751953125
mps-uncap,0.4,2.2521018981933594,7.472991943359375,3.183126449584961
