mode,load,0_mobilenet_v2-2,1_resnet152-2,2_vgg11-8
mps-uncap,0.8,316.6824652731953,69.48580558809279,1669.8075464765868
mps-uncap,0.9,359.39657780652595,74.19878445451369,1870.0403166473975
mps-uncap,1.0,402.36511493322456,81.71983226039859,2096.3979478291744
mps-uncap,0.5,196.0314327087613,41.11918740333437,1025.930767826801
mps-uncap,0.6,234.9696423679367,49.03477585202503,1235.3304453431517
mps-uncap,0.7,279.29458768812134,59.90920858368629,1445.5938059133641
mps-uncap,0.1,40.91682971931375,8.864865166613493,207.39563636403918
mps-uncap,0.2,78.39931084639093,17.08291022495421,426.39095795901665
mps-uncap,0.3,121.95149194667904,25.641357657932964,620.8570378943706
mps-uncap,0.4,163.63763081636938,35.045097151463764,826.556484806408
