mode,load,0_mobilenet_v2-2,1_resnet152-2,2_vgg11-8
mps-uncap,0.8,5.735797882080078,23.66476058959961,3.9255619049072266
mps-uncap,0.9,5.869171619415283,24.452948570251465,3.9736485481262203
mps-uncap,1.0,6.02747917175293,22.711143493652344,4.096860885620117
mps-uncap,0.5,6.4972639083862305,21.072955131530755,3.719015121459961
mps-uncap,0.6,6.1804842948913565,20.70148468017578,3.8127899169921875
mps-uncap,0.7,5.683410167694091,21.32485866546631,3.8843631744384752
mps-uncap,0.1,6.611576080322266,20.272583961486813,3.589916229248046
mps-uncap,0.2,6.701822280883789,20.389442443847656,3.6751341819763184
mps-uncap,0.3,6.72116756439209,20.976686477661133,3.740444183349609
mps-uncap,0.4,6.692543029785156,21.1105465888977,3.721189498901367
