mode,load,0_mobilenet_v2-2,1_resnet152-2,2_vgg11-8
mps-uncap,0.8,5.31613826751709,20.904064178466797,6.629228591918945
mps-uncap,0.9,7.358431816101074,27.604341506958008,9.758949279785156
mps-uncap,1.0,75.52623748779297,52.32810974121094,166.90683364868164
mps-uncap,0.5,5.657434463500977,15.268564224243164,3.5332441329956055
mps-uncap,0.6,5.377411842346191,14.940977096557617,3.811359405517578
mps-uncap,0.7,4.837632179260254,16.574382781982422,5.26738166809082
mps-uncap,0.1,5.784511566162109,17.857789993286133,3.344297409057617
mps-uncap,0.2,5.901098251342773,18.016576766967773,3.326296806335449
mps-uncap,0.3,6.0749053955078125,18.08762550354004,3.4227371215820312
mps-uncap,0.4,6.145954132080078,16.912460327148438,3.4637451171875
