mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2,3_resnet18-32
mps-uncap,1.0,0.000476837158203125,0.0050067901611328125,0.009059906005859375,0.000476837158203125
