mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2,3_resnet18-32
mps-uncap,1.0,11.820459365844728,13.011956214904787,11.694192886352539,9.438848495483398
