mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2,3_resnet18-32
mps-uncap,1.0,13.271570205688477,15.036344528198242,13.840675354003906,11.727333068847656
