mode,load,0_vgg19-32,1_resnet18-2,2_squeezenet1_1-8
mps-uncap,1.0,24.796247482299805,2.107858657836914,1.8622875213623047
mig,1.0,48.911333084106445,2.080202102661133,3.122091293334961
